,공항,년월,45kg,100kg,300kg,500kg,1톤,지역,국가명
500,Hangzhou(HGH),2019-09,1.43,1.25,1.25,1.25,1.25,아시아,중국
501,Hangzhou(HGH),2019-08,1.43,1.25,1.25,1.25,1.25,아시아,중국
502,Hangzhou(HGH),2019-07,1.43,1.25,1.25,1.25,1.25,아시아,중국
503,Hangzhou(HGH),2019-06,2.16,1.80,1.80,1.80,1.80,아시아,중국
504,Hangzhou(HGH),2019-05,2.16,1.80,1.80,1.80,1.80,아시아,중국
505,Hangzhou(HGH),2019-04,2.16,1.80,1.80,1.80,1.80,아시아,중국
506,Hangzhou(HGH),2019-03,2.16,1.80,1.80,1.80,1.80,아시아,중국
507,Hangzhou(HGH),2019-02,2.16,1.80,1.80,1.80,1.80,아시아,중국
508,Hangzhou(HGH),2019-01,2.06,1.70,1.70,1.70,1.70,아시아,중국
509,Hangzhou(HGH),2018-12,2.06,1.70,1.70,1.70,1.70,아시아,중국
510,Hangzhou(HGH),2018-11,2.16,1.80,1.80,1.80,1.80,아시아,중국
511,Hangzhou(HGH),2018-10,2.06,1.70,1.70,1.70,1.70,아시아,중국
512,Hangzhou(HGH),2018-09,2.06,1.70,1.70,1.70,1.70,아시아,중국
513,Hangzhou(HGH),2018-08,2.16,1.80,1.80,1.80,1.80,아시아,중국
514,Hangzhou(HGH),2018-07,2.06,1.70,1.70,1.70,1.70,아시아,중국
515,Hangzhou(HGH),2018-06,2.06,1.70,1.70,1.70,1.70,아시아,중국
516,Hangzhou(HGH),2018-05,2.16,1.80,1.80,1.80,1.80,아시아,중국
517,Hangzhou(HGH),2018-04,2.06,1.70,1.70,1.70,1.70,아시아,중국
518,Hangzhou(HGH),2018-03,2.06,1.70,1.70,1.70,1.70,아시아,중국
519,Hangzhou(HGH),2018-02,2.06,1.70,1.70,1.70,1.70,아시아,중국
520,Hangzhou(HGH),2018-01,2.06,1.70,1.70,1.70,1.70,아시아,중국
521,Hong_Kong(HKG),2022-03,3.15,2.30,2.00,2.00,2.00,아시아,홍콩
522,Hong_Kong(HKG),2022-02,3.15,2.30,2.00,2.00,2.00,아시아,홍콩
523,Hong_Kong(HKG),2022-01,3.15,2.30,2.00,2.00,2.00,아시아,홍콩
524,Hong_Kong(HKG),2021-12,3.150,2.300,2.000,2.000,2.000,아시아,홍콩
525,Hong_Kong(HKG),2021-11,3.150,2.300,2.000,2.000,2.000,아시아,홍콩
526,Hong_Kong(HKG),2021-10,3.150,2.300,2.000,2.000,2.000,아시아,홍콩
527,Hong_Kong(HKG),2021-09,3.150,2.300,2.000,2.000,2.000,아시아,홍콩
528,Hong_Kong(HKG),2021-08,3.150,2.300,2.000,2.000,2.000,아시아,홍콩
529,Hong_Kong(HKG),2021-07,3.150,2.300,2.000,2.000,2.000,아시아,홍콩
530,Hong_Kong(HKG),2021-06,3.15,2.30,2.00,2.00,2.00,아시아,홍콩
531,Hong_Kong(HKG),2021-05,3.15,2.30,2.00,2.00,2.00,아시아,홍콩
532,Hong_Kong(HKG),2021-04,3.15,2.30,2.00,2.00,2.00,아시아,홍콩
533,Hong_Kong(HKG),2021-03,2.05,1.90,1.80,1.50,1.50,아시아,홍콩
534,Hong_Kong(HKG),2021-02,2.05,1.90,1.80,1.50,1.50,아시아,홍콩
535,Hong_Kong(HKG),2021-01,2.05,1.90,1.80,1.50,1.50,아시아,홍콩
536,Hong_Kong(HKG),2020-12,2.05,1.90,1.80,1.50,1.50,아시아,홍콩
537,Hong_Kong(HKG),2020-11,2.05,1.90,1.80,1.50,1.50,아시아,홍콩
538,Hong_Kong(HKG),2020-10,1.73,1.63,1.57,1.37,1.37,아시아,홍콩
539,Hong_Kong(HKG),2020-09,1.62,1.52,1.45,1.25,1.25,아시아,홍콩
540,Hong_Kong(HKG),2020-08,2.05,1.90,1.80,1.50,1.50,아시아,홍콩
541,Hong_Kong(HKG),2020-07,2.05,1.90,1.80,1.50,1.50,아시아,홍콩
542,Hong_Kong(HKG),2020-06,2.05,1.90,1.80,1.50,1.50,아시아,홍콩
543,Hong_Kong(HKG),2020-05,2.20,2.10,1.85,1.85,1.85,아시아,홍콩
544,Hong_Kong(HKG),2020-04,2.20,2.10,1.85,1.85,1.85,아시아,홍콩
545,Hong_Kong(HKG),2020-03,1.95,1.80,1.70,1.70,1.70,아시아,홍콩
546,Hong_Kong(HKG),2020-02,1.35,1.25,1.17,1.16,1.14,아시아,홍콩
547,Hong_Kong(HKG),2020-01,1.25,1.12,1.04,1.02,1.01,아시아,홍콩
548,Hong_Kong(HKG),2019-12,1.25,1.12,1.04,1.02,1.01,아시아,홍콩
549,Hong_Kong(HKG),2019-11,1.31,4.48,1.10,1.08,1.07,아시아,홍콩
550,Hong_Kong(HKG),2019-10,1.31,4.47,1.09,1.08,1.06,아시아,홍콩
551,Hong_Kong(HKG),2019-09,1.25,4.42,1.04,1.02,1.01,아시아,홍콩
552,Hong_Kong(HKG),2019-08,1.24,4.41,1.03,1.02,1.00,아시아,홍콩
553,Hong_Kong(HKG),2019-07,1.25,1.08,1.04,1.02,1.01,아시아,홍콩
554,Hong_Kong(HKG),2019-06,0.98,0.88,0.90,0.88,0.87,아시아,홍콩
555,Hong_Kong(HKG),2019-05,0.98,0.88,0.90,0.88,0.87,아시아,홍콩
556,Hong_Kong(HKG),2019-04,0.99,0.89,0.90,0.89,0.88,아시아,홍콩
557,Hong_Kong(HKG),2019-03,0.99,4.22,0.91,0.89,0.88,아시아,홍콩
558,Hong_Kong(HKG),2019-02,0.99,4.22,0.91,0.89,0.88,아시아,홍콩
559,Hong_Kong(HKG),2019-01,0.97,0.90,0.89,0.87,0.86,아시아,홍콩
560,Hong_Kong(HKG),2018-12,0.97,0.90,0.89,0.87,0.86,아시아,홍콩
561,Hong_Kong(HKG),2018-11,1.00,4.24,0.92,0.91,0.89,아시아,홍콩
562,Hong_Kong(HKG),2018-10,0.97,0.90,0.89,0.87,0.86,아시아,홍콩
563,Hong_Kong(HKG),2018-09,0.97,0.90,0.89,0.88,0.86,아시아,홍콩
564,Hong_Kong(HKG),2018-08,0.98,0.91,0.90,0.88,0.87,아시아,홍콩
565,Hong_Kong(HKG),2018-07,0.99,0.92,0.89,0.86,0.84,아시아,홍콩
566,Hong_Kong(HKG),2018-06,0.99,0.93,0.90,0.87,0.84,아시아,홍콩
567,Hong_Kong(HKG),2018-05,0.99,0.92,0.91,0.89,0.88,아시아,홍콩
568,Hong_Kong(HKG),2018-04,1.02,0.95,0.92,0.89,0.86,아시아,홍콩
569,Hong_Kong(HKG),2018-03,1.02,0.96,0.92,0.89,0.86,아시아,홍콩
570,Hong_Kong(HKG),2018-02,1.02,0.95,0.92,0.89,0.86,아시아,홍콩
571,Hong_Kong(HKG),2018-01,0.97,0.91,0.89,0.88,0.86,아시아,홍콩
572,Kansai(KIX),2022-03,2.10,1.85,1.85,1.85,1.85,아시아,일본
573,Kansai(KIX),2022-02,2.10,1.85,1.85,1.85,1.85,아시아,일본
574,Kansai(KIX),2022-01,2.10,1.85,1.85,1.85,1.85,아시아,일본
575,Kansai(KIX),2021-12,2.300,2.100,1.850,1.850,1.850,아시아,일본
576,Kansai(KIX),2021-11,2.300,2.100,1.850,1.850,1.850,아시아,일본
577,Kansai(KIX),2021-10,2.300,2.100,1.850,1.850,1.850,아시아,일본
578,Kansai(KIX),2021-09,2.300,2.100,1.850,1.850,1.850,아시아,일본
579,Kansai(KIX),2021-08,2.300,2.100,1.850,1.850,1.850,아시아,일본
580,Kansai(KIX),2021-07,2.300,2.100,1.850,1.850,1.850,아시아,일본
581,Kansai(KIX),2021-06,2.30,2.10,1.85,1.85,1.85,아시아,일본
582,Kansai(KIX),2021-05,2.30,2.10,1.85,1.85,1.85,아시아,일본
583,Kansai(KIX),2021-04,2.30,2.10,1.85,1.85,1.85,아시아,일본
584,Kansai(KIX),2021-03,2.20,1.95,1.75,1.75,1.75,아시아,일본
585,Kansai(KIX),2021-02,2.20,1.95,1.75,1.75,1.75,아시아,일본
586,Kansai(KIX),2021-01,2.20,1.90,1.70,1.70,1.70,아시아,일본
587,Kansai(KIX),2020-12,2.20,1.90,1.70,1.70,1.70,아시아,일본
588,Kansai(KIX),2020-11,2.20,1.85,1.65,1.65,1.65,아시아,일본
589,Kansai(KIX),2020-10,2.31,2.08,1.89,1.86,1.83,아시아,일본
590,Kansai(KIX),2020-09,2.22,1.98,1.82,1.81,1.79,아시아,일본
591,Kansai(KIX),2020-08,2.20,1.85,1.65,1.65,1.65,아시아,일본
592,Kansai(KIX),2020-07,2.20,1.85,1.65,1.65,1.65,아시아,일본
593,Kansai(KIX),2020-06,2.20,1.85,1.65,1.65,1.65,아시아,일본
594,Kansai(KIX),2020-05,2.35,2.05,1.80,1.80,1.75,아시아,일본
595,Kansai(KIX),2020-04,2.35,2.05,1.80,1.80,1.75,아시아,일본
596,Kansai(KIX),2020-03,2.25,1.90,1.70,1.70,1.60,아시아,일본
597,Kansai(KIX),2020-02,1.81,1.58,1.43,1.41,1.33,아시아,일본
598,Kansai(KIX),2020-01,1.64,1.44,1.36,1.34,1.33,아시아,일본
599,Kansai(KIX),2019-12,1.64,1.44,1.36,1.34,1.33,아시아,일본
600,Kansai(KIX),2019-11,1.64,1.44,1.36,1.34,1.33,아시아,일본
601,Kansai(KIX),2019-10,1.63,1.43,1.35,1.34,1.33,아시아,일본
602,Kansai(KIX),2019-09,1.63,1.43,1.35,1.34,1.33,아시아,일본
603,Kansai(KIX),2019-08,1.66,1.46,1.37,1.36,1.35,아시아,일본
604,Kansai(KIX),2019-07,1.66,1.46,1.38,1.37,1.36,아시아,일본
605,Kansai(KIX),2019-06,1.47,1.32,1.30,1.28,1.26,아시아,일본
606,Kansai(KIX),2019-05,1.47,1.32,1.30,1.28,1.26,아시아,일본
607,Kansai(KIX),2019-04,1.49,1.34,1.32,1.30,1.27,아시아,일본
608,Kansai(KIX),2019-03,1.49,1.34,1.32,1.30,1.28,아시아,일본
609,Kansai(KIX),2019-02,1.50,1.35,1.32,1.30,1.28,아시아,일본
610,Kansai(KIX),2019-01,1.45,1.30,1.28,1.25,1.23,아시아,일본
611,Kansai(KIX),2018-12,1.45,1.30,1.27,1.25,1.23,아시아,일본
612,Kansai(KIX),2018-11,1.49,1.34,1.32,1.30,1.28,아시아,일본
613,Kansai(KIX),2018-10,1.44,1.29,1.27,1.25,1.23,아시아,일본
614,Kansai(KIX),2018-09,1.45,1.30,1.28,1.25,1.23,아시아,일본
615,Kansai(KIX),2018-08,1.38,1.25,1.23,1.22,1.21,아시아,일본
616,Kansai(KIX),2018-07,1.39,1.26,1.23,1.20,1.17,아시아,일본
617,Kansai(KIX),2018-06,1.40,1.27,1.24,1.21,1.18,아시아,일본
618,Kansai(KIX),2018-05,1.38,1.25,1.22,1.22,1.22,아시아,일본
619,Kansai(KIX),2018-04,1.41,1.28,1.25,1.22,1.19,아시아,일본
620,Kansai(KIX),2018-03,1.41,1.28,1.25,1.22,1.19,아시아,일본
621,Kansai(KIX),2018-02,1.43,1.29,1.26,1.23,1.20,아시아,일본
622,Kansai(KIX),2018-01,1.38,1.25,1.24,1.22,1.20,아시아,일본
623,Narita(NRT),2022-03,2.65,2.30,2.15,2.15,2.15,아시아,일본
624,Narita(NRT),2022-02,2.65,2.30,2.15,2.15,2.15,아시아,일본
625,Narita(NRT),2022-01,2.65,2.30,2.15,2.15,2.15,아시아,일본
626,Narita(NRT),2021-12,2.650,2.300,2.150,2.150,2.150,아시아,일본
627,Narita(NRT),2021-11,2.650,2.300,2.150,2.150,2.150,아시아,일본
628,Narita(NRT),2021-10,2.650,2.300,2.150,2.150,2.150,아시아,일본
629,Narita(NRT),2021-09,2.650,2.300,2.150,2.150,2.150,아시아,일본
630,Narita(NRT),2021-08,2.650,2.300,2.150,2.150,2.150,아시아,일본
631,Narita(NRT),2021-07,2.650,2.300,2.150,2.150,2.150,아시아,일본
632,Narita(NRT),2021-06,2.75,2.30,2.15,2.15,2.15,아시아,일본
633,Narita(NRT),2021-05,2.75,2.30,2.15,2.15,2.15,아시아,일본
634,Narita(NRT),2021-04,2.75,2.30,2.15,2.15,2.15,아시아,일본
635,Narita(NRT),2021-03,2.20,2.00,1.90,1.90,1.90,아시아,일본
636,Narita(NRT),2021-02,2.18,1.98,1.88,1.88,1.88,아시아,일본
637,Narita(NRT),2021-01,2.10,1.90,1.80,1.80,1.80,아시아,일본
638,Narita(NRT),2020-12,2.05,1.85,1.75,1.75,1.75,아시아,일본
639,Narita(NRT),2020-11,1.65,1.25,1.15,1.15,1.15,아시아,일본
640,Narita(NRT),2020-10,1.95,1.68,1.56,1.53,1.50,아시아,일본
641,Narita(NRT),2020-09,1.80,1.53,1.44,1.42,1.41,아시아,일본
642,Narita(NRT),2020-08,1.65,1.25,1.15,1.15,1.15,아시아,일본
643,Narita(NRT),2020-07,1.65,1.25,1.15,1.15,1.15,아시아,일본
644,Narita(NRT),2020-06,1.65,1.25,1.15,1.15,1.15,아시아,일본
645,Narita(NRT),2020-05,2.00,1.60,1.50,1.50,1.50,아시아,일본
646,Narita(NRT),2020-04,2.00,1.60,1.50,1.50,1.50,아시아,일본
647,Narita(NRT),2020-03,1.85,1.45,1.35,1.35,1.35,아시아,일본
648,Narita(NRT),2020-02,1.54,1.28,1.20,1.18,1.17,아시아,일본
649,Narita(NRT),2020-01,1.18,0.87,0.85,0.84,0.83,아시아,일본
650,Narita(NRT),2019-12,1.18,0.87,0.85,0.84,0.83,아시아,일본
651,Narita(NRT),2019-11,1.19,0.87,0.85,0.84,0.83,아시아,일본
652,Narita(NRT),2019-10,1.18,0.86,0.85,0.84,0.82,아시아,일본
653,Narita(NRT),2019-09,1.18,0.86,0.85,0.84,0.82,아시아,일본
654,Narita(NRT),2019-08,1.20,0.89,0.87,0.86,0.84,아시아,일본
655,Narita(NRT),2019-07,1.21,0.89,0.88,0.87,0.85,아시아,일본
656,Narita(NRT),2019-06,1.45,1.10,1.03,1.02,1.00,아시아,일본
657,Narita(NRT),2019-05,1.44,1.09,1.03,1.02,1.00,아시아,일본
658,Narita(NRT),2019-04,1.46,1.11,1.04,1.03,1.01,아시아,일본
659,Narita(NRT),2019-03,1.46,1.11,1.04,1.03,1.02,아시아,일본
660,Narita(NRT),2019-02,1.46,1.11,1.05,1.03,1.02,아시아,일본
661,Narita(NRT),2019-01,1.43,1.08,1.01,1.00,0.98,아시아,일본
662,Narita(NRT),2018-12,1.41,1.06,1.00,0.98,0.97,아시아,일본
663,Narita(NRT),2018-11,1.44,1.09,1.03,1.02,1.00,아시아,일본
664,Narita(NRT),2018-10,1.41,1.06,1.00,0.98,0.97,아시아,일본
665,Narita(NRT),2018-09,1.41,1.06,1.00,0.98,0.97,아시아,일본
666,Narita(NRT),2018-08,1.25,1.02,1.01,0.99,0.98,아시아,일본
667,Narita(NRT),2018-07,1.26,1.03,1.00,0.97,0.94,아시아,일본
668,Narita(NRT),2018-06,1.27,1.04,1.01,0.98,0.95,아시아,일본
669,Narita(NRT),2018-05,1.25,1.02,0.99,0.99,0.99,아시아,일본
670,Narita(NRT),2018-04,1.28,1.05,1.02,0.99,0.96,아시아,일본
671,Narita(NRT),2018-03,1.28,1.05,1.02,0.99,0.96,아시아,일본
672,Narita(NRT),2018-02,1.29,1.06,1.03,1.00,0.97,아시아,일본
673,Narita(NRT),2018-01,1.25,1.02,1.01,0.99,0.98,아시아,일본
674,Nagoya(NGO),2022-03,2.55,2.45,2.30,2.30,2.30,아시아,일본
675,Nagoya(NGO),2022-02,2.55,2.45,2.30,2.30,2.30,아시아,일본
676,Nagoya(NGO),2022-01,2.55,2.45,2.30,2.30,2.30,아시아,일본
677,Nagoya(NGO),2021-12,2.550,2.450,2.300,2.300,2.300,아시아,일본
678,Nagoya(NGO),2021-11,2.550,2.450,2.300,2.300,2.300,아시아,일본
679,Nagoya(NGO),2021-10,2.550,2.450,2.300,2.300,2.300,아시아,일본
680,Nagoya(NGO),2021-09,2.515,2.260,2.130,2.130,2.130,아시아,일본
681,Nagoya(NGO),2021-08,2.515,2.260,2.130,2.130,2.130,아시아,일본
682,Nagoya(NGO),2021-07,2.565,2.310,2.180,12.530,12.530,아시아,일본
683,Nagoya(NGO),2021-06,2.30,2.30,2.30,2.30,2.30,아시아,일본
684,Nagoya(NGO),2021-05,2.30,2.30,2.30,2.30,2.30,아시아,일본
685,Nagoya(NGO),2021-04,2.30,2.30,2.30,2.30,2.30,아시아,일본
686,Nagoya(NGO),2021-03,2.30,2.30,2.30,2.30,2.30,아시아,일본
687,Nagoya(NGO),2021-02,2.20,2.20,2.20,2.20,2.20,아시아,일본
688,Nagoya(NGO),2021-01,2.20,2.20,2.20,2.20,2.20,아시아,일본
689,Nagoya(NGO),2020-12,2.20,2.20,2.20,2.20,2.20,아시아,일본
690,Nagoya(NGO),2020-11,1.70,1.40,1.20,1.20,1.20,아시아,일본
691,Nagoya(NGO),2020-10,1.70,1.40,1.20,1.20,1.20,아시아,일본
692,Nagoya(NGO),2020-09,1.70,1.40,1.20,1.20,1.20,아시아,일본
693,Nagoya(NGO),2020-08,1.95,1.60,1.40,1.40,1.40,아시아,일본
694,Nagoya(NGO),2020-07,1.95,1.60,1.40,1.40,1.40,아시아,일본
695,Nagoya(NGO),2020-06,1.95,1.60,1.40,1.40,1.40,아시아,일본
696,Nagoya(NGO),2020-05,2.15,1.80,1.60,1.60,1.60,아시아,일본
697,Nagoya(NGO),2020-04,2.15,1.80,1.60,1.60,1.60,아시아,일본
698,Nagoya(NGO),2020-03,2.00,1.65,1.45,1.45,1.45,아시아,일본
699,Nagoya(NGO),2020-02,2.00,1.65,1.45,1.45,1.45,아시아,일본
700,Nagoya(NGO),2020-01,1.70,1.30,1.20,1.20,1.20,아시아,일본
701,Nagoya(NGO),2019-12,1.70,1.30,1.20,1.20,1.20,아시아,일본
702,Nagoya(NGO),2019-11,1.80,1.35,1.25,1.25,1.25,아시아,일본
703,Nagoya(NGO),2019-10,1.80,1.35,1.25,1.25,1.25,아시아,일본
704,Nagoya(NGO),2019-09,1.80,1.35,1.25,1.25,1.25,아시아,일본
705,Nagoya(NGO),2019-08,1.80,1.35,1.25,1.25,1.25,아시아,일본
706,Nagoya(NGO),2019-07,1.80,1.35,1.25,1.25,1.25,아시아,일본
707,Nagoya(NGO),2019-06,1.70,1.20,1.20,1.20,1.20,아시아,일본
708,Nagoya(NGO),2019-05,1.70,1.20,1.20,1.20,1.20,아시아,일본
709,Nagoya(NGO),2019-04,1.70,1.20,1.20,1.20,1.20,아시아,일본
710,Nagoya(NGO),2019-03,1.70,1.20,1.20,1.20,1.20,아시아,일본
711,Nagoya(NGO),2019-02,1.70,1.20,1.20,1.20,1.20,아시아,일본
712,Nagoya(NGO),2019-01,1.60,1.10,1.10,1.10,1.10,아시아,일본
713,Nagoya(NGO),2018-12,1.60,1.10,1.10,1.10,1.10,아시아,일본
714,Nagoya(NGO),2018-11,1.70,1.20,1.20,1.20,1.20,아시아,일본
715,Nagoya(NGO),2018-10,1.60,1.10,1.10,1.10,1.10,아시아,일본
716,Nagoya(NGO),2018-09,1.60,1.10,1.10,1.10,1.10,아시아,일본
717,Nagoya(NGO),2018-08,1.38,1.09,1.09,1.09,1.09,아시아,일본
718,Nagoya(NGO),2018-07,1.33,1.04,1.04,1.04,1.04,아시아,일본
719,Nagoya(NGO),2018-06,1.33,1.04,1.04,1.04,1.04,아시아,일본
720,Nagoya(NGO),2018-05,1.38,1.09,1.09,1.09,1.09,아시아,일본
721,Nagoya(NGO),2018-04,1.33,1.04,1.04,1.04,1.04,아시아,일본
722,Nagoya(NGO),2018-03,1.33,1.04,1.04,1.04,1.04,아시아,일본
723,Nagoya(NGO),2018-02,1.33,1.04,1.04,1.04,1.04,아시아,일본
724,Nagoya(NGO),2018-01,1.33,1.04,1.04,1.04,1.04,아시아,일본
725,Frankfrut(FRA),2022-03,8.70,10.00,10.00,10.00,10.00,유럽,독일
726,Frankfrut(FRA),2022-02,8.70,10.00,10.00,10.00,10.00,유럽,독일
727,Frankfrut(FRA),2022-01,8.70,10.00,10.00,10.00,10.00,유럽,독일
728,Frankfrut(FRA),2021-12,8.700,10.000,10.000,10.000,10.000,유럽,독일
729,Frankfrut(FRA),2021-11,8.700,10.000,10.000,10.000,10.000,유럽,독일
730,Frankfrut(FRA),2021-10,8.700,10.000,10.000,10.000,10.000,유럽,독일
731,Frankfrut(FRA),2021-09,7.750,6.800,6.800,6.800,6.800,유럽,독일
732,Frankfrut(FRA),2021-08,7.750,6.800,6.800,6.800,6.800,유럽,독일
733,Frankfrut(FRA),2021-07,7.750,6.800,6.800,6.800,6.800,유럽,독일
734,Frankfrut(FRA),2021-06,7.75,6.80,6.80,6.80,6.80,유럽,독일
735,Frankfrut(FRA),2021-05,7.75,6.80,6.80,6.80,6.80,유럽,독일
736,Frankfrut(FRA),2021-04,7.75,6.80,6.80,6.80,6.80,유럽,독일
737,Frankfrut(FRA),2021-03,7.50,7.38,7.38,7.35,7.35,유럽,독일
738,Frankfrut(FRA),2021-02,7.50,7.38,7.38,7.35,7.35,유럽,독일
739,Frankfrut(FRA),2021-01,7.50,7.38,7.38,7.35,7.35,유럽,독일
740,Frankfrut(FRA),2020-12,7.50,7.38,7.38,7.35,7.35,유럽,독일
741,Frankfrut(FRA),2020-11,7.50,7.38,7.38,7.35,7.35,유럽,독일
742,Frankfrut(FRA),2020-10,5.35,5.10,4.93,4.91,4.91,유럽,독일
743,Frankfrut(FRA),2020-09,4.73,4.48,4.31,4.29,4.29,유럽,독일
744,Frankfrut(FRA),2020-08,4.25,3.88,3.63,3.60,3.60,유럽,독일
745,Frankfrut(FRA),2020-07,4.25,3.88,3.63,3.60,3.60,유럽,독일
746,Frankfrut(FRA),2020-06,4.25,3.88,3.63,3.60,3.60,유럽,독일
747,Frankfrut(FRA),2020-05,4.40,4.00,3.73,3.65,3.65,유럽,독일
